X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,BUI,FWI,log_area,month_num,day_num
6,5,feb,mon,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0,7.3821305838753375,1.5134313982873802,0.0,2,1
4,5,feb,sun,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78,12.899244332087555,4.346834284325713,3.966132331075178,2,7
4,3,sep,sun,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64,146.28037288952817,39.73834872335988,1.534714366238164,9,7
5,6,aug,sun,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63,208.46311840513846,32.61138931374596,1.5325568680981427,8,7
1,2,aug,sat,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0,255.65163785385843,35.390033166654945,0.0,8,6
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0,69.93071538693837,33.11639722576011,0.0,6,3
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16,69.93071538693837,33.11639722576011,2.214846178686039,6,3
3,4,sep,thu,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95,135.5512287331035,31.486152447591625,1.7833912195575383,9,4
9,9,aug,fri,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0,251.79861874067697,44.55240407683216,0.0,8,5
8,6,aug,thu,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0,221.23873254991972,30.44746696243298,0.0,8,4
2,4,sep,wed,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04,131.2314160705068,17.61781592647328,1.951608170169951,9,3
2,2,aug,tue,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0,238.48225240424702,38.21536647569759,0.0,8,2
6,5,sep,sat,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95,315.56506907462074,21.408946998786295,1.599387576580599,9,6
4,5,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0,11.94701986715407,3.3490419012713555,0.0,2,6
4,3,sep,fri,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8,313.91128266735126,32.73081541634062,2.174751721484161,9,5
1,4,jul,tue,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0,125.40680469043937,39.28170456252378,0.0,7,2
6,3,feb,fri,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0,10.84982406717629,2.8695806910068544,0.0,2,5
7,4,feb,fri,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62,5.407751937722494,2.3499202274979147,1.7263316639055997,2,5
9,4,jul,mon,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63,121.11968468758413,33.76130389536818,0.9669838461896731,7,1
7,5,aug,sat,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0,255.65163785385843,35.390033166654945,0.0,8,6
5,4,aug,sun,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0,259.374924666706,39.940408448307316,0.0,8,7
8,6,aug,thu,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28,247.67836760671196,48.85296444726862,6.616439947564594,8,4
6,3,jul,tue,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02,191.65109274328975,35.81927405259993,2.081938421878423,7,2
6,5,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0,17.094544190928325,12.923116836349235,0.0,3,3
2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44,230.32221748351742,34.33549065451709,1.235471471385307,8,7
2,5,aug,sun,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05,208.46311840513846,32.61138931374596,1.3987168811184478,8,7
8,8,aug,wed,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76,218.43370423497302,33.33863939845682,5.229824370102736,8,3
2,4,aug,wed,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0,243.40773749191126,57.31394289361731,0.0,8,3
8,6,jul,sun,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3,288.1041378593745,25.705925992124428,1.9878743481543455,7,7
1,3,sep,sat,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72,143.23709636243626,32.30749483958033,0.5423242908253617,9,6
8,6,aug,sat,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96,255.65163785385843,35.390033166654945,1.7850704810772584,8,6
2,2,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,272.3944137324113,29.272663702747035,0.0,8,4
8,6,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,272.3944137324113,29.272663702747035,0.0,8,4
2,4,aug,mon,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35,233.97731283036308,34.65462721584358,1.208960345836975,8,1
1,3,aug,thu,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0,247.67836760671196,48.85296444726862,0.0,8,4
3,4,aug,sun,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2,208.46311840513846,32.61138931374596,1.4350845252893227,8,7
7,4,sep,thu,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0,311.26007784037625,30.92442449259155,0.0,9,4
1,3,aug,sat,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36,205.16690469340864,37.974210429949444,1.9960599327407849,8,6
8,6,aug,thu,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0,247.67836760671196,48.85296444726862,0.0,8,4
2,4,aug,sun,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34,259.374924666706,39.940408448307316,2.7936160894318567,8,7
1,4,aug,fri,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0,294.62443292674396,26.73679222812478,0.0,8,5
2,5,jul,sat,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0,108.43212373541077,21.917529453865477,0.0,7,6
8,6,aug,mon,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54,233.97731283036308,34.65462721584358,0.43178241642553783,8,1
8,6,aug,sat,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0,277.9039361090311,39.00478240119746,0.0,8,6
2,5,aug,sat,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43,255.65163785385843,35.390033166654945,2.005525858729668,8,6
1,3,sep,fri,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33,139.47023335194427,28.874554842543546,0.28517894223366236,9,5
5,4,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0,313.91128266735126,32.73081541634062,0.0,9,5
8,6,aug,mon,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23,233.97731283036308,34.65462721584358,0.8020015854720274,8,1
6,5,apr,mon,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35,24.69368596860502,6.8243332276686415,1.4701758451005928,4,1
1,2,jul,fri,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0,104.44472877002698,45.06401336970554,0.0,7,5
2,5,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96,313.91128266735126,32.73081541634062,2.3942522815198695,9,5
5,5,aug,sun,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0,47.789603602498225,22.807789553590638,0.0,8,7
6,5,aug,sun,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0,230.32221748351742,34.33549065451709,0.0,8,7
3,4,mar,wed,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0,17.094544190928325,12.923116836349235,0.0,3,3
7,4,sep,wed,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0,309.01924497942326,40.13548498729652,0.0,9,3
7,4,aug,sun,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0,208.46311840513846,32.61138931374596,0.0,8,7
4,5,aug,wed,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43,243.40773749191126,57.31394289361731,2.005525858729668,8,3
1,4,aug,fri,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71,224.01317103024783,53.613555504497135,2.3711778844596574,8,5
7,4,aug,mon,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0,262.46726491165356,32.86787692816286,0.0,8,1
4,5,aug,thu,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0,291.17437363784865,27.062829316415705,0.0,8,4
3,4,aug,thu,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0,272.3944137324113,29.272663702747035,0.0,8,4
3,4,jul,mon,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0,187.65922249744713,53.37053070827265,0.0,7,1
2,4,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0,272.3944137324113,29.272663702747035,0.0,8,4
1,4,aug,wed,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75,218.43370423497302,33.33863939845682,4.427836170705175,8,3
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32,255.65163785385843,35.390033166654945,1.463255402256019,8,6
7,4,aug,sat,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94,298.3101622767054,33.57742991331357,1.0784095813505903,8,6
2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,255.65163785385843,35.390033166654945,0.0,8,6
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,255.65163785385843,35.390033166654945,0.0,8,6
1,4,sep,sun,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71,300.7885080972709,31.814198481551024,1.5496879080283263,9,7
6,5,feb,tue,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39,5.2411764701065096,0.8343032244915362,1.8547342683894434,2,2
6,4,feb,tue,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14,5.2411764701065096,0.8343032244915362,1.144222799920162,2,2
2,2,feb,sat,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84,4.533333332866942,0.7427266641311777,2.0592388343623163,2,6
6,5,mar,mon,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18,15.088952457737989,9.251482933808534,1.430311246536665,3,1
3,4,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55,18.441575571689516,10.492955247520687,1.8794650496471605,3,3
6,5,mar,thu,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61,20.515353677915996,12.531552073541977,2.0294631718735947,3,4
6,3,apr,sun,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13,14.430191816914498,14.140526364847748,4.129228964075603,4,7
5,4,apr,sun,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0,14.430191816914498,14.140526364847748,0.0,4,7
4,3,may,fri,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48,27.28833819192259,10.53173170036193,3.675794214565281,5,5
8,3,jun,mon,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94,96.14881054040967,18.180346298578122,1.0784095813505903,6,1
9,4,jun,sat,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32,76.15078327324441,26.37846236824165,4.267176792994939,6,6
4,3,jun,thu,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08,114.1043387707649,35.14738507601894,2.405141681319138,6,4
2,5,jun,thu,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19,130.24475513740452,51.24527609371728,1.4327007339340463,6,4
4,3,jul,thu,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76,110.78832716764985,32.765761987131334,1.0152306797290587,7,4
4,3,jul,sun,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36,126.77283676891018,44.68750606104137,2.1234584270966104,7,7
7,4,jul,sun,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21,126.77283676891018,44.68750606104137,1.1662709371419244,7,7
7,4,jul,mon,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53,129.72659289748418,25.96737995444389,5.633109621361155,7,1
9,9,jul,thu,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75,151.45153664257847,35.621232571442924,1.3217558399823195,7,4
4,3,jul,thu,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0,151.45153664257847,35.621232571442924,0.0,7,4
3,4,aug,sun,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29,167.60503916260174,47.06251847079662,0.8285518175661483,8,7
8,6,aug,sun,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0,167.60503916260174,47.06251847079662,0.0,8,7
2,5,aug,sun,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43,167.60503916260174,47.06251847079662,3.311637304949512,8,7
2,4,aug,mon,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07,172.8220950746676,61.150319439968364,1.1216775615991057,8,1
5,4,aug,tue,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0,178.50902455508447,54.89284985438427,1.0986122886681098,8,2
5,4,aug,tue,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4,178.50902455508447,54.89284985438427,2.856470206220483,8,2
4,4,aug,tue,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7,178.50902455508447,54.89284985438427,3.8649313978942956,8,2
4,4,aug,wed,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0,178.50902455508447,54.89284985438427,0.0,8,3
4,4,aug,wed,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0,178.50902455508447,54.89284985438427,0.0,8,3
4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0,188.9516980375736,47.41246270233235,0.0,8,4
1,3,aug,fri,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0,194.65059303860914,41.922519845760554,0.0,8,5
1,3,aug,fri,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32,194.65059303860914,41.922519845760554,3.7914360424390283,8,5
6,6,aug,sat,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59,200.28869895489012,48.21722384839362,2.2607208888953467,8,6
6,6,aug,mon,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0,211.06882922127332,54.34101059488092,0.0,8,1
4,5,aug,mon,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77,211.06882922127332,54.34101059488092,1.3270750014599193,8,1
3,4,aug,tue,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68,216.2984474393516,49.261866495359456,2.7523860149222616,8,2
6,5,aug,tue,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54,216.2984474393516,49.261866495359456,3.726656818447966,8,2
7,5,aug,tue,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82,216.2984474393516,49.261866495359456,2.469793011977952,8,2
8,6,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,216.2984474393516,49.261866495359456,0.0,8,2
7,5,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,216.2984474393516,49.261866495359456,0.0,8,2
4,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0,216.2984474393516,49.261866495359456,0.0,8,2
2,4,aug,wed,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95,185.1590979178268,59.523641617606486,1.0818051703517284,8,3
4,3,aug,wed,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59,185.1590979178268,59.523641617606486,3.923753928303845,8,3
1,2,aug,thu,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8,210.8401249561549,39.3654639304815,1.916922612182061,8,4
1,2,aug,fri,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0,214.74366799116396,31.256788330616644,0.0,8,5
2,4,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,214.74366799116396,31.256788330616644,0.0,8,5
1,2,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,214.74366799116396,31.256788330616644,0.0,8,5
5,4,aug,fri,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17,214.74366799116396,31.256788330616644,1.1537315878891892,8,5
6,5,aug,fri,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43,214.74366799116396,31.256788330616644,0.35767444427181594,8,5
8,6,aug,sun,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0,93.48986189356077,8.70979086685591,0.0,8,7
4,3,aug,sun,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44,93.48986189356077,8.70979086685591,2.0068708488450007,8,7
2,4,aug,sun,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29,93.48986189356077,8.70979086685591,4.012592060349841,8,7
7,4,aug,sun,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16,93.48986189356077,8.70979086685591,2.498151876538021,8,7
1,4,aug,sat,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0,183.21159538587526,41.54514691636788,0.0,8,6
6,3,nov,tue,79.5,3.0,106.7,1.1,11.8,31,4.5,0.0,0.0,5.605954465726665,0.49773110186546554,0.0,11,2
